article_id,article_name,target_group,category,supplier_name,brand,original_price,actual_price,article_url,image_url
MA322O03J-Q11,C-NECK - T-shirt basic - black,MEN,T_SHIRT_TOP,C-NECK,Marc O'Polo,1995,1995,https://www.zalando.nl/marc-o-polo-t-shirt-basic-black-ma322o03j-q11.html,https://img01.ztat.net/article/spp-media-p1/d9c58b5a143532bc8ed4c3da1fb049a1/805019cc8cc747749418b30c604363b6.jpg?imwidth=103&filter=packshot
JA222T0J4-K11,JJERUSH - Bomberjacks - navy blazer,MEN,COAT,JJERUSH,Jack & Jones,3999,2799,https://www.zalando.nl/jack-and-jones-noos-bomberjacks-ja222t0j4-k11.html,https://img01.ztat.net/article/spp-media-p1/582c070aa5c938e0b7b112f326a8a4be/4f7b63fa4a77420a887586ff261a2695.jpg?imwidth=103&filter=packshot
LE221N04U-Q11,MILE HIGH SUPER SKINNY - Jeans Skinny Fit - black galaxy,WOMEN,TROUSER,MILE HIGH SUPER SKINNY,Levi's®,9995,7995,https://www.zalando.nl/levisr-mile-high-super-skinny-jeans-skinny-fit-le221n04u-q11.html,https://img01.ztat.net/article/spp-media-p1/286bcbaac4a5450c8bf9bb1cff1de6bb/68f8bac3947c4aaeaca9cbd51b2a59a0.jpg?imwidth=103&filter=packshot
PO224G0F8-J11,T-shirt basic - carmel pink,KIDS,T_SHIRT_TOP,T-shirt basic,Polo Ralph Lauren,2495,2495,https://www.zalando.nl/polo-ralph-lauren-t-shirt-basic-carmel-pink-po224g0f8-j11.html,https://img01.ztat.net/article/spp-media-p1/4f4f6e7f55424966b4df10fa813f47f1/51d797fdfec247589c17c4e1e07c361f.jpg?imwidth=103&filter=packshot
TRU22D00O-B11,Overhemd - beige,MEN,SHIRT,Overhemd,Trendyol,3999,3999,https://www.zalando.nl/trendyol-overhemd-beige-tru22d00o-b11.html,https://img01.ztat.net/article/spp-media-p1/767887f29c8e4b09b8da54137be1a1b4/8de8ebafad3847e1b4469ad7975bb547.jpg?imwidth=103
PI922DA31-A11,Zakelijk overhemd - white,MEN,SHIRT,Zakelijk overhemd,Pier One,2999,2999,https://www.zalando.nl/pier-one-zakelijk-overhemd-white-pi922da31-a11.html,https://img01.ztat.net/article/spp-media-p1/4eafa9b06aa93074ad9d8185e5994557/06407032a12e4c428b535454d49f8d76.jpg?imwidth=103&filter=packshot
ON321N1DK-K11,ONLWAUW LIFE MID - Jeans Skinny Fit - medium blue denim,WOMEN,TROUSER,ONLWAUW LIFE MID,ONLY,2999,2399,https://www.zalando.nl/only-onlwauw-life-mid-jeans-skinny-fit-medium-blue-denim-on321n1dk-k11.html,https://img01.ztat.net/article/spp-media-p1/8a9fd96052273174b4e1b899e233c668/220f8b7e66d84f10ab5f3935a19db33e.jpg?imwidth=103&filter=packshot
BEJ21A0JZ-Q11,FLARE WITH SPLIT HEMS  - Broek - black,WOMEN,TROUSER,FLARE WITH SPLIT HEMS,Bershka,2599,2599,https://www.zalando.nl/bershka-flared-with-split-hems-broek-black-bej21a0jz-q11.html,https://img01.ztat.net/article/spp-media-p1/97be33f5f38746c9acf0f173faf8ac13/a09fc136abe54bb9b5015ab41ef82b5e.jpg?imwidth=103&filter=packshot
BEJ21J0CW-Q11,Sweater - black,WOMEN,PULLOVER,Sweater,Bershka,1799,1259,https://www.zalando.nl/bershka-sweater-black-bej21j0cw-q11.html,https://img01.ztat.net/article/spp-media-p1/8f7d5f2df9084ad38471b2232b8691d4/62d9f2f55f9d47839a85255fa2e4cfe4.jpg?imwidth=103&filter=packshot
BEJ21N0CH-Q11,SKINNY HIGH WAIST - Slim fit jeans - black,WOMEN,TROUSER,SKINNY HIGH WAIST,Bershka,2599,2599,https://www.zalando.nl/bershka-skinny-high-waist-slim-fit-jeans-black-bej21n0ch-q11.html,https://img01.ztat.net/article/spp-media-p1/b79579ba69bf4ef487e81605db581736/d87cd6c25f084ee5910c9de5072aa3aa.jpg?imwidth=103&filter=packshot
M9121A2KB-I11,BOREAL - Broek - light pastel purple,WOMEN,TROUSER,BOREAL,Mango,3999,3999,https://www.zalando.nl/mango-broek-light-pastel-purple-m9121a2kb-i11.html,https://img01.ztat.net/article/spp-media-p1/8fa8830495b64e48b0566c60fd1f499d/e10d322fb4264e738c0ac2eaa4e53120.jpg?imwidth=103&filter=packshot
YO1210036-Q11,UNISEX OBSERVER  - T-shirt print - black,ALL,T_SHIRT_TOP,UNISEX OBSERVER,YOURTURN,1499,1499,https://www.zalando.nl/yourturn-unisex-observer-t-shirt-print-black-yo1210036-q11.html,https://img01.ztat.net/article/spp-media-p1/51202b3f66c034a3ac0fb8b6ee11958f/1342160b95eb45c08c4837ca36ae911a.jpg?imwidth=103&filter=packshot
VE121A0TL-Q11,VMMAYA SOLID PANT - Broek - black,WOMEN,TROUSER,VMMAYA SOLID PANT,Vero Moda,3499,2459,https://www.zalando.nl/vero-moda-broek-black-ve121a0tl-q11.html,https://img01.ztat.net/article/spp-media-p1/b90f1ab9f0243fbba1dc8b0018871ada/4a643944de81428eb065c17744503f72.jpg?imwidth=103&filter=packshot
VE121D1M5-J12,VMKERRY O NECK  - T-shirt basic - rose brown,WOMEN,T_SHIRT_TOP,VMKERRY O NECK,Vero Moda,1499,1499,https://www.zalando.nl/vero-moda-vmkerry-o-neck-t-shirt-print-rose-brown-ve121d1m5-j12.html,https://img01.ztat.net/article/spp-media-p1/b4fb5bcd33f14de48d045b84425dfc27/fb7ed17b0fdb4a46bc31cf1b1a3f13f9.jpg?imwidth=103&filter=packshot
EV421D1GN-Q11,Top - black,WOMEN,T_SHIRT_TOP,Top,Even&Odd,999,999,https://www.zalando.nl/evenandodd-top-black-ev421d1gn-q11.html,https://img01.ztat.net/article/spp-media-p1/549fb5afdba03033811a1d75ebe65083/3c9e921e104c436a8defaa00df5f4cfe.jpg?imwidth=103&filter=packshot
ON321N1UA-K11,ONLBLUSH LIFE MID - Jeans Skinny Fit - light medium blue denim,WOMEN,TROUSER,ONLBLUSH LIFE MID,ONLY,3999,3599,https://www.zalando.nl/only-onlblush-life-mid-jeans-skinny-fit-light-medium-blue-denim-on321n1ua-k11.html,https://img01.ztat.net/article/spp-media-p1/a943eb1e235d4633823d32fc7deddac2/3e6a42633d2e488fa505db400d8dc988.jpg?imwidth=103&filter=packshot
JA222F0ML-K11,JJIRICK JJICON - Jeansshort - blue denim,MEN,TROUSER,JJIRICK JJICON,Jack & Jones,3999,2799,https://www.zalando.nl/jack-and-jones-jjirick-jjicon-jeansshort-blue-denim-ja222f0ml-k11.html,https://img01.ztat.net/article/spp-media-p1/43c42b38c9863ea599662b9896abdab3/2c7600e483b54c908b7d69880c11009f.jpg?imwidth=103&filter=packshot
TH342D00T-K16,SIMPLE DOME TEE - T-shirt print - goblin blue,MEN,T_SHIRT_TOP,SIMPLE DOME TEE,The North Face,2695,2695,https://www.zalando.nl/the-north-face-simple-dome-tee-t-shirt-basic-goblin-blue-th342d00t-k16.html,https://img01.ztat.net/article/spp-media-p1/03de87b9d80e4d61b092fe76d0b2474d/59c68912402a4f2fa92ffab7d51cc43e.jpg?imwidth=103&filter=packshot
M9121U13Z-B11,FEBRUARY - Trenchcoat - licht pastelgrijs,WOMEN,COAT,FEBRUARY,Mango,7999,7999,https://www.zalando.nl/mango-trenchcoat-licht-pastelgrijs-m9121u13z-b11.html,https://img01.ztat.net/article/spp-media-p1/f64bc787a9ee46089fb368acf21e7120/b2b2a82ce8ac4b81915f427f51711dfa.jpg?imwidth=103&filter=packshot
PUC22S0IS-K11,Hoodie - light blue,ALL,PULLOVER,Sweater,PULL&BEAR,1999,1999,https://www.zalando.nl/pullandbear-sweater-light-blue-puc22s0is-k11.html,https://img01.ztat.net/article/spp-media-p1/ac577eb22c9c4062aa72348109be8a21/6fe1c845f5ba46768177aae41b1330c2.jpg?imwidth=103&filter=packshot
GS121N09K-K11,ARC 3D - Jeans Skinny Fit - blue denim,WOMEN,TROUSER,ARC 3D,G-Star,9995,6995,https://www.zalando.nl/g-star-jeans-skinny-fit-blue-denim-gs121n09k-k11.html,https://img01.ztat.net/article/spp-media-p1/96f839b5908a34a4a1013bd43fe5ec18/9d38f3a46d564f739019ceab7af62b79.jpg?imwidth=103
UN242K005-Q11,TRACK SUIT - Trainingspak - black,MEN,COMBINATION_CLOTHING,TRACK SUIT,Under Armour,6995,6995,https://www.zalando.nl/under-armour-emea-track-suit-trainingspak-black-un242k005-q11.html,https://img01.ztat.net/article/spp-media-p1/2b7524cbc1213293bcde2af91282ed99/b2142ec854c447bbb7bab1d4109fe97a.jpg?imwidth=103&filter=packshot
JA222O2DK-Q11,JORDIZ TEE CREW NECK - T-shirt print - tap shoe,MEN,T_SHIRT_TOP,JORDIZ TEE CREW NECK,Jack & Jones,1799,1619,https://www.zalando.nl/jack-and-jones-jordiz-tee-crew-neck-t-shirt-print-tap-shoe-ja222o2dk-q11.html,https://img01.ztat.net/article/spp-media-p1/7a859e30ae07351cb78dad8ec626a485/5ceaac5ae5fe495da4e500ea73a402c4.jpg?imwidth=103&filter=packshot
JY121E0NR-A11,JDYVALERIE - Blouse - cloud dancer,WOMEN,SHIRT,JDYVALERIE,JDY,2999,2999,https://www.zalando.nl/jdy-jdyvalerie-blouse-cloud-dancer-jy121e0nr-a11.html,https://img01.ztat.net/article/spp-media-p1/2e75fc1084be47c8871788b96967c4f2/cd6a5ffe7d974189a78de3ffd320bf38.jpg?imwidth=103&filter=packshot
C1422O0CH-M11,UNIVERSITY SCRIPT - T-shirt basic - hedge,MEN,T_SHIRT_TOP,UNIVERSITY SCRIPT,Carhartt WIP,3495,3495,https://www.zalando.nl/carhartt-wip-university-script-t-shirt-basic-hedge-c1422o0ch-m11.html,https://img01.ztat.net/article/spp-media-p1/db44a5a8cfba47ddaa58b08d552abeab/9a93bca4c5fe4c07b621af9d9614a402.jpg?imwidth=103&filter=packshot
UN241K008-Q11,TRICOT TRACKSUIT SET - Trainingspak - black,WOMEN,COMBINATION_CLOTHING,TRICOT TRACKSUIT SET,Under Armour,6495,6495,https://www.zalando.nl/under-armour-tracksuit-trainingspak-black-un241k008-q11.html,https://img01.ztat.net/article/spp-media-p1/8e7feca2f6c946858ac5af3feec62259/1ba2f8960a5b417ca05dc7c896b87729.jpg?imwidth=103&filter=packshot
BEJ21J09P-O11,OVERSIZE  - Sweater - brown,WOMEN,PULLOVER,OVERSIZE,Bershka,1599,1119,https://www.zalando.nl/bershka-oversize-sweater-brown-bej21j09p-o11.html,https://img01.ztat.net/article/spp-media-p1/59639ed9ae014e2091aac3a8f7fd2090/fcdbf1af01b74067aa71f1b59b1e03ff.jpg?imwidth=103&filter=packshot
JA222D1JW-Q11,JJEJACK SLIM FIT - Overhemd - black,MEN,SHIRT,JJEJACK SLIM FIT,Jack & Jones,2499,2249,https://www.zalando.nl/jack-and-jones-jjejack-slim-fit-overhemd-ja222d1jw-q11.html,https://img01.ztat.net/article/spp-media-p1/3ab003018dcd31ff9def2dfc45275b54/919359b078c247749fe9208606a8961e.jpg?imwidth=103&filter=packshot
TH342D00T-A11,SIMPLE DOME TEE - T-shirt print - white,MEN,T_SHIRT_TOP,SIMPLE DOME TEE,The North Face,2495,2495,https://www.zalando.nl/the-north-face-simple-dome-t-shirt-basic-white-th342d00t-a11.html,https://img01.ztat.net/article/spp-media-p1/6679a0aeaacd3e808aeefe9c52809b0d/f4ab0643612946ae885e511c53873da2.jpg?imwidth=103&filter=packshot
LE221N082-K13,RIBCAGE STRAIGHT ANKLE - Straight leg jeans - middle road,WOMEN,TROUSER,RIBCAGE STRAIGHT ANKLE,Levi's®,12995,10995,https://www.zalando.nl/levis-ribcage-straight-ankle-straight-leg-jeans-middle-road-le221n082-k13.html,https://img01.ztat.net/article/spp-media-p1/5027355249223b6fa45b238dde447cc4/a20013d87ceb47018104816d4e1ea1fd.jpg?imwidth=103&filter=packshot
PUC21003Z-Q11,T-shirt print - black,ALL,T_SHIRT_TOP,T-shirt print,PULL&BEAR,1599,1599,https://www.zalando.nl/pullandbear-t-shirt-print-black-puc21003z-q11.html,https://img01.ztat.net/article/spp-media-p1/326d426b728b433fa314869178c90267/880512b00a1740fe821b5db30bd09526.jpg?imwidth=103
ON321N0UT-Q11,ANNE - Broek - black,WOMEN,TROUSER,ANNE,ONLY,3999,2799,https://www.zalando.nl/only-anne-broek-black-on321n0ut-q11.html,https://img01.ztat.net/article/spp-media-p1/edbe731bb1f232138d4554620270c0f4/b88a0b16f0844c0f91ee2fee11220b91.jpg?imwidth=103&filter=packshot
R0622G03F-K11,STOCKHOLM - Slim fit jeans - exotic lagoon,MEN,TROUSER,STOCKHOLM,Redefined Rebel,3995,3995,https://www.zalando.nl/redefined-rebel-stockholm-slim-fit-jeans-exotic-lagoon-r0622g03f-k11.html,https://img01.ztat.net/article/spp-media-p1/d5b22546eb7635cabc7ea98a21c2d952/24d6e49f6868430980cfd065e7fbbbd2.jpg?imwidth=103&filter=packshot
OS322E08G-B12,ONSCAM STAGE CUFF - Cargobroek - crockery,MEN,TROUSER,ONSCAM STAGE CUFF,Only & Sons,3499,3499,https://www.zalando.nl/only-and-sons-onscam-stage-cuff-cargobroek-crockery-os322e08g-b12.html,https://img01.ztat.net/article/spp-media-p1/ed930ff4977834beac4ee2f2f6f32cf6/aacf8e6f52a7448e95d29f58dc23dce8.jpg?imwidth=103&filter=packshot
BEJ21N0A8-K13,Relaxed fit jeans - blue denim,WOMEN,TROUSER,Relaxed fit jeans,Bershka,1999,1999,https://www.zalando.nl/bershka-relaxed-fit-jeans-blue-denim-bej21n0a8-k13.html,https://img01.ztat.net/article/spp-media-p1/c17e773a017e48188d3b47679849c9e9/363273cb9d4142119454b1affffe7350.jpg?imwidth=103&filter=packshot
M9121T0JE-K11,AMALIEN - Jumpsuit - azul medio,WOMEN,ONE_PIECE_SUIT,AMALIEN,Mango,5999,5999,https://www.zalando.nl/mango-amalien-jumpsuit-azul-medio-m9121t0je-k11.html,https://img01.ztat.net/article/spp-media-p1/cd759a06b3f5406eb3a648c67ff37c8d/babfe02cc648410fac168c299e8b2567.jpg?imwidth=103&filter=packshot
TRU21C0CU-Q11,Maxi-jurk - black,WOMEN,DRESS,Maxi-jurk,Trendyol,4999,4999,https://www.zalando.nl/trendyol-maxi-jurk-black-tru21c0cu-q11.html,https://img01.ztat.net/article/spp-media-p1/51d0b801fbe24a269896512d0c1d2bfa/1d0a100d14ba419a953d66b2643e6816.jpg?imwidth=103
PI922P00X-Q11,Poloshirt - black,MEN,T_SHIRT_TOP,Poloshirt,Pier One,1499,1499,https://www.zalando.nl/pier-one-poloshirt-black-pi922p00x-q11.html,https://img01.ztat.net/article/spp-media-p1/6fba2ae26c98397781dc550f0d50706d/a7214d3f29f541bbb1fd7700bc19fcb5.jpg?imwidth=103&filter=packshot
TOB22P00B-K11,ORIGINAL FINE SLIM FIT - Poloshirt - black iris,MEN,T_SHIRT_TOP,ORIGINAL FINE SLIM FIT,Tommy Jeans,5995,5995,https://www.zalando.nl/tommy-jeans-original-fine-slim-fit-poloshirt-tob22p00b-k11.html,https://img01.ztat.net/article/spp-media-p1/519f399a696038789e14cc241d649eed/ade45b6903de41fabc2c812a12e7802b.jpg?imwidth=103&filter=packshot
JA222E0M0-T11,2 PACK - Chino - beige/navy blazer,MEN,TROUSER,2 PACK,Jack & Jones,4999,4999,https://www.zalando.nl/jack-and-jones-jjimarco-jjdave-2-pack-chino-beigenavy-blazer-ja222e0m0-t11.html,https://img01.ztat.net/article/spp-media-p1/dad06d6317f43c8e895481d4820ff85f/a5a9fc0c01614e73805d5cc456b13bf9.jpg?imwidth=103
PUC21N0ER-K16,Straight leg jeans - royal blue,WOMEN,TROUSER,Straight leg jeans,PULL&BEAR,1999,1999,https://www.zalando.nl/pullandbear-mom-slim-fit-jeans-royal-blue-puc21n0er-k16.html,https://img01.ztat.net/article/spp-media-p1/7d8f2f52f0384d2282b27c53b6b8653b/3206c7586d324572b4baa68c2b488f3f.jpg?imwidth=103&filter=packshot
GS122G0HG-K12,3301 SLIM - Slim fit jeans - elto superstretch/vintage medium aged,MEN,TROUSER,3301 SLIM,G-Star,9995,6995,https://www.zalando.nl/g-star-3301-slim-slim-fit-jeans-gs122g0hg-k12.html,https://img01.ztat.net/article/spp-media-p1/334f22e3ddd24ef0b2e0075204855462/ffeedbe18b724d7bac5ca83828ebf952.jpg?imwidth=103&filter=packshot
BEJ21A0JY-I11,LOOP - Broek - mauve,WOMEN,TROUSER,LOOP,Bershka,2599,2599,https://www.zalando.nl/bershka-with-belt-loops-broek-mauve-bej21a0jy-i11.html,https://img01.ztat.net/article/spp-media-p1/ba59fb49b2e6461696863413cec1fa3f/36452a77445c44bd9d335510f14eba35.jpg?imwidth=103&filter=packshot
BEJ21A0JZ-C11,FLARE WITH SPLIT HEMS  - Broek - stone,WOMEN,TROUSER,FLARE WITH SPLIT HEMS,Bershka,2599,2599,https://www.zalando.nl/bershka-flared-with-split-hems-broek-stone-bej21a0jz-c11.html,https://img01.ztat.net/article/spp-media-p1/8c79472bc3d742e197e4bec2584a5315/d295527423984498a76311ea17f21a95.jpg?imwidth=103&filter=packshot
BEJ21A0CB-B11,WIDE LEG - Broek - beige,WOMEN,TROUSER,WIDE LEG,Bershka,2599,2599,https://www.zalando.nl/bershka-wide-leg-broek-beige-bej21a0cb-b11.html,https://img01.ztat.net/article/spp-media-p1/70631b854aae3b2086311441a0715b9b/1df999f081cc4a40a28131dd733f3cf4.jpg?imwidth=103&filter=packshot
V1021I1DA-J11,VICHASSA V NECK PUFF - T-shirt basic - fuchsia pink,WOMEN,T_SHIRT_TOP,VICHASSA V NECK PUFF,Vila,2499,2499,https://www.zalando.nl/vila-vichassa-vneck-puff-trui-fuchsia-pink-v1021i1da-j11.html,https://img01.ztat.net/article/spp-media-p1/e98c29eccfab496cb1ade610f50ddf4b/ad3a0b9159ac4193a682465b889bb40e.jpg?imwidth=103&filter=packshot
DI622H00C-M11,HUGHSON - Bomberjacks - dark olive,MEN,COAT,HUGHSON,Dickies,9999,9999,https://www.zalando.nl/dickies-hughson-korte-jassen-dark-olive-di622h00c-m11.html,https://img01.ztat.net/article/spp-media-p1/30ba29f39b6a3a85b987634389142e96/56f1ed7f104e4bb0925c3ee2ccee98e9.jpg?imwidth=103&filter=packshot
BEJ21A0JR-Q11,FLARE-FAUX LEATHER - Broek - black,WOMEN,TROUSER,FLARE-FAUX LEATHER,Bershka,2999,2999,https://www.zalando.nl/bershka-broek-black-bej21a0jr-q11.html,https://img01.ztat.net/article/spp-media-p1/53197fc05f0b48ae8596ab5e3718ada0/22b4e2d40b854d4da5be357e4b5f93a3.jpg?imwidth=103&filter=packshot
VE121C1AK-K11,Spijkerjurk - light blue denim,WOMEN,DRESS,Spijkerjurk,Vero Moda,3999,2999,https://www.zalando.nl/vero-moda-spijkerjurk-light-blue-denim-ve121c1ak-k11.html,https://img01.ztat.net/article/spp-media-p1/1802c413ed9b3adab122b932622508ee/4138e7a96d2f4daf99f138e461425658.jpg?imwidth=103&filter=packshot
THC22Q029-Q11,SWINDON - Trui - jet black / ecru twist,MEN,PULLOVER,SWINDON,Threadbare,6499,1499,https://www.zalando.nl/threadbare-swindon-trui-jet-black-ecru-twist-thc22q029-q11.html,https://img01.ztat.net/article/spp-media-p1/f83095a228cd47398c7a60389c706ccc/9cc32ba31743425e96f45525640d849e.jpg?imwidth=103&filter=packshot
BEJ21A0FV-Q11,FLARE - Broek - black,WOMEN,TROUSER,FLARE,Bershka,1999,1999,https://www.zalando.nl/bershka-flare-broek-black-bej21a0fv-q11.html,https://img01.ztat.net/article/spp-media-p1/80434cac916442478b39d2aee54ae270/0829c44a6c904b0799f2e13f7b920ef2.jpg?imwidth=103
AY523L022-J11,GRACEB2 - Halflange jas - roze,KIDS,COAT,GRACEB2,Mango Kids,2999,2999,https://www.zalando.nl/mango-kids-graceb2-halflange-jas-roze-ay523l022-j11.html,https://img01.ztat.net/article/spp-media-p1/2c131e66f9724dceb7c842de7dd18442/1bb1e3abde6b434cb95ec29f4e33c228.jpg?imwidth=103&filter=packshot
YO122G040-Q11,Jeans Skinny Fit - black denim,MEN,TROUSER,Jeans Skinny Fit,Pier One,3499,3499,https://www.zalando.nl/yourturn-jeans-skinny-fit-black-denim-yo122g040-q11.html,https://img01.ztat.net/article/spp-media-p1/07dd27ddfc803c68b08c475d6021092f/bc7aeb8a629541279196d8ff2c547dd0.jpg?imwidth=103&filter=packshot
BEJ81I00M-Q11,Bikinibroekje - black,WOMEN,BEACH_TROUSER,Bikinibroekje,Bershka,999,999,https://www.zalando.nl/bershka-bikinibroekje-black-bej81i00m-q11.html,https://img01.ztat.net/article/spp-media-p1/a99a41c310a944deb6ec0eaa8f724579/febcd43974eb4adbb189cf13da2bb724.jpg?imwidth=103&filter=packshot
LE221N084-K13,724 HIGH RISE STRAIGHT - Straight leg jeans - rio frost,WOMEN,TROUSER,724 HIGH RISE STRAIGHT,Levi's®,12995,9095,https://www.zalando.nl/levis-724-high-rise-straight-straight-leg-jeans-rio-frost-le221n084-k13.html,https://img01.ztat.net/article/spp-media-p1/396fbee3417f3722a95eb6c753576cff/76b77220773a4a62bea29752337cea25.jpg?imwidth=103&filter=packshot
TRU21C0NJ-G11,Galajurk - burgundy,WOMEN,DRESS,Galajurk,Trendyol,6999,6999,https://www.zalando.nl/trendyol-galajurk-burgundy-tru21c0nj-g11.html,https://img01.ztat.net/article/spp-media-p1/3f5cc5c904c74e7fb34d76041d7a6869/cea2899142614eeea0b9873fb5129edf.jpg?imwidth=103
EV421D1A9-Q11,Top - black,WOMEN,T_SHIRT_TOP,Top,Even&Odd,1499,1499,https://www.zalando.nl/evenandodd-top-black-ev421d1a9-q11.html,https://img01.ztat.net/article/spp-media-p1/a3f30b8e7c6a306abed4f5701ad0f675/70d1b40b54b64236a9d8c7ded1af6e00.jpg?imwidth=103&filter=packshot
PUC21A0LL-C11,REGULAR FIT MIT ZIERNAHT VORNE - Broek - light grey,WOMEN,TROUSER,REGULAR FIT MIT ZIERNAHT VORNE,PULL&BEAR,2599,2599,https://www.zalando.nl/pullandbear-mit-ziernaht-vorne-broek-light-grey-puc21a0ll-c11.html,https://img01.ztat.net/article/spp-media-p1/f76823fe9f6b49118573a493d8e2db78/b2e574d7c8184dd6b731d25248691b9b.jpg?imwidth=103&filter=packshot
BEJ21C0PR-Q11,Blousejurk - black,WOMEN,DRESS,Blousejurk,Bershka,2599,2599,https://www.zalando.nl/bershka-blousejurk-black-bej21c0pr-q11.html,https://img01.ztat.net/article/spp-media-p1/3b0fd93fc75042e8acdee7f50d2f7cae/68a12bf6cead49bfba6331eaa8739b0e.jpg?imwidth=103&filter=packshot
JAM22A020-K12,JPRFRANCO SUIT - Kostuum - dark navy,MEN,COMBINATION_CLOTHING,JPRFRANCO SUIT,Jack & Jones PREMIUM,9999,6999,https://www.zalando.nl/jack-and-jones-premium-jprblafranco-suit-kostuum-dark-navy-jam22a020-k12.html,https://img01.ztat.net/article/spp-media-p1/bc036b49f8c03ff4b234be1328f8c1ce/ab8499bee0cb471bb7749c25c509acd5.jpg?imwidth=103&filter=packshot
NX324D0PY-M12,SET  - Trainingspak - mint,KIDS,COMBINATION_CLOTHING,SET,Next,1900,1900,https://www.zalando.nl/next-set-trainingspak-mint-nx324d0py-m12.html,https://img01.ztat.net/article/spp-media-p1/c6b7b63b631542de985022959749763b/d7b1e01e28114c09aac12b2a8dc4e2d8.jpg?imwidth=103&filter=packshot
N1241E18S-Q11,ONE 7/8  - Legging - black/white,WOMEN,TROUSER,ONE 7/8,Nike Performance,3995,3395,https://www.zalando.nl/nike-performance-one-78-legging-blackwhite-n1241e18s-q11.html,https://img01.ztat.net/article/spp-media-p1/75733dd1322c4f5fa7668d34c6dee607/b80921d1c60845b39edc67e769930ef0.jpg?imwidth=103&filter=packshot
AD126D06L-Q11,TRACKSUIT SET UNISEX - Trainingspak - black/white,KIDS,COMBINATION_CLOTHING,TRACKSUIT SET UNISEX,adidas Originals,4995,3495,https://www.zalando.nl/adidas-originals-superstar-track-set-unisex-trainingsbroek-blackwhite-ad126d06l-q11.html,https://img01.ztat.net/article/spp-media-p1/5bde7b2e9409476f8b8e97977fd69114/a958b6821d9d42e1990667cab37585b3.jpg?imwidth=103&filter=packshot
JY121G019-Q11,NEW BRIGHTON OTW NOOS - Halflange jas - black,WOMEN,COAT,NEW BRIGHTON OTW NOOS,JDY,3999,3199,https://www.zalando.nl/jdy-jdynew-brighton-spring-coat-mantel-black-jy121g019-q11.html,https://img01.ztat.net/article/spp-media-p1/0b11a41623d431bfacc96023367f4022/7b21900ef0d14017ac3291764b4f73e1.jpg?imwidth=103&filter=packshot
DEO22G000-A11,Slim fit jeans - white,MEN,TROUSER,Slim fit jeans,Denim Project,2995,2995,https://www.zalando.nl/denim-project-slim-fit-jeans-white-deo22g000-a11.html,https://img01.ztat.net/article/spp-media-p1/1ad11a1dbcda41069a173588d048e5ea/152b24ceee814809b7b96edebe8ba16d.jpg?imwidth=103&filter=packshot
VE121D1GA-Q11,VMANA  - Top - black,WOMEN,T_SHIRT_TOP,VMANA,Vero Moda,2499,2009,https://www.zalando.nl/vero-moda-vmana-top-black-ve121d1ga-q11.html,https://img01.ztat.net/article/spp-media-p1/bd4a2c05340e3c57813e99851daaea78/159d6df3d930486c8806a487f25f069b.jpg?imwidth=103&filter=packshot
WF523L043-T11,SOFTSHELL JAS - Jas - multi-coloured,KIDS,COAT,SOFTSHELL JAS,WE Fashion,4600,3680,https://www.zalando.nl/we-fashion-jas-multi-coloured-wf523l043-t11.html,https://img01.ztat.net/article/spp-media-p1/34a459701b0d4c1fbdc16209bb7009e4/eef0c0b2aea34f42a4186343299a84fc.jpg?imwidth=103&filter=packshot
ON321U0GB-B11,ONLVALERIE  - Trenchcoat - ginger root,WOMEN,COAT,ONLVALERIE,ONLY,4999,3499,https://www.zalando.nl/only-trenchcoat-ginger-root-on321u0gb-b11.html,https://img01.ztat.net/article/spp-media-p1/1d5b0663352b393b9fed850b21fc7062/8e75ef602d8b44dca6f8d47d47e4a15b.jpg?imwidth=103&filter=packshot
PUC21N0EY-C11,Super high waist stretchy skinny jeans - Jeans Skinny Fit - grey,WOMEN,TROUSER,Super high waist stretchy skinny jeans,PULL&BEAR,1999,1999,https://www.zalando.nl/pullandbear-jeans-skinny-fit-grey-puc21n0ey-c11.html,https://img01.ztat.net/article/spp-media-p1/e6896fe0d99140b294266e12ade77315/71dc93dc268f46ea98e003f7198dbe01.jpg?imwidth=103&filter=packshot
WF524L06T-M11,Windjack - green,KIDS,COAT,Windjack,WE Fashion,4000,3200,https://www.zalando.nl/we-fashion-jas-green-wf524l06t-m11.html,https://img01.ztat.net/article/spp-media-p1/7299a96b9dda47f28f832b983751a0de/4bb4b8ffa8454eefb05cb5c2bece66ee.jpg?imwidth=103&filter=packshot
LE221N060-Q11,MILE HIGH SUPER SKINNY - Jeans Skinny Fit - black haze,WOMEN,TROUSER,MILE HIGH SUPER SKINNY,Levi's®,10995,10995,https://www.zalando.nl/levisr-mile-high-super-skinny-jeans-skinny-fit-le221n060-q11.html,https://img01.ztat.net/article/spp-media-p1/7db59518861436f6a448218b1bd1f8df/6b9b8374929847d7b8482648febb194c.jpg?imwidth=103&filter=packshot
NI122S0AT-C11,CLUB  - Sweater - grey heather/white,MEN,PULLOVER,CLUB,Nike Sportswear,5495,5495,https://www.zalando.nl/nike-sportswear-club-sweater-ni122s0at-c11.html,https://img01.ztat.net/article/spp-media-p1/646c3818ca443f2a9835ef7eb3237fa1/db8eaa8170dd4bf396239d560e72c55f.jpg?imwidth=103&filter=packshot
